nome_municipio,sigla_uf,taxa_ano_anterior,meta_alfabetizacao,risco_%
Mãe do Rio,PA,45.48,51.07,59.3
Caraá,RS,90.82,80.0,59.3
Taguatinga,TO,38.31,44.76,59.3
Espírito Santo do Pinhal,SP,63.86,67.8,59.3
Campestre,MG,69.98,71.58,59.3
Iguaba Grande,RJ,62.45,65.34,59.2
Sulina,PR,64.36,66.92,59.2
Teodoro Sampaio,BA,41.03,47.18,59.2
Santa Juliana,MG,62.9,65.71,59.2
São João do Ivaí,PR,61.46,64.52,59.2
Porecatu,PR,74.34,75.21,59.2
Algodão de Jandaíra,PB,44.32,50.06,59.2
Cristalândia,TO,46.85,52.25,59.2
Pombos,PE,46.95,52.33,59.1
Campos Verdes,GO,63.71,66.38,59.1
São Gonçalo do Rio Abaixo,MG,80.53,80.0,59.1
Rio Bonito,RJ,55.86,59.87,59.1
Tavares,RS,58.58,68.03,59.1
Imigrante,RS,78.24,78.5,59.1
Caxingó,PI,20.36,27.47,59.1
Vila Flores,RS,90.54,80.0,59.1
Wenceslau Guimarães,BA,38.38,44.82,59.1
Porto Seguro,BA,46.72,52.13,59.1
Rio dos Índios,RS,88.89,80.0,59.0
Senador Alexandre Costa,MA,95.63,80.0,59.0
Lajes,RN,26.57,36.25,59.0
Alagoa Grande,PB,31.18,38.31,59.0
Rio Maria,PA,41.79,47.85,59.0
Paranavaí,PR,80.45,80.0,59.0
Pinhal da Serra,RS,74.14,75.04,59.0
Muqui,ES,63.47,66.19,58.9
Várzea,PB,52.0,56.63,58.9
Fazenda Rio Grande,PR,68.86,70.65,58.9
União,PI,26.82,34.02,58.9
Miguel Pereira,RJ,57.4,61.15,58.9
Campo Florido,MG,75.96,76.57,58.9
Aroeiras,PB,67.95,69.89,58.8
Anchieta,ES,81.82,80.0,58.8
Itaguajé,PR,59.34,62.76,58.8
Sanclerlândia,GO,78.09,78.37,58.7
Natividade,RJ,60.3,63.56,58.7
Reserva do Iguaçu,PR,77.91,78.22,58.7
Britânia,GO,82.04,80.0,58.7
São Valério do Sul,RS,71.43,72.78,58.7
Araricá,RS,75.69,76.34,58.7
Porto Esperidião,MT,43.95,49.74,58.7
Baianópolis,BA,39.85,46.14,58.7
Bocaina de Minas,MG,50.0,54.93,58.7
Turvo,SC,65.19,62.69,58.7
Limoeiro do Ajuru,PA,47.64,52.92,58.7
Cafeara,PR,80.11,80.0,58.7
São Gonçalo do Sapucaí,MG,75.96,76.83,58.6
Presidente Figueiredo,AM,34.17,41.0,58.6
Guaraniaçu,PR,80.03,80.0,58.6
Paulo Frontin,PR,90.71,80.0,58.6
Recreio,MG,68.72,73.4,58.5
Rondinha,RS,90.51,80.0,58.5
Barra Bonita,SC,50.0,54.93,58.5
Jaboticaba,RS,90.57,80.0,58.5
Jutaí,AM,39.32,43.26,58.5
Santa Clara do Sul,RS,90.91,80.0,58.5
Ribeira do Pombal,BA,34.39,41.2,58.4
Corrente,PI,47.76,53.03,58.4
Indianópolis,PR,80.01,80.0,58.4
Palmas de Monte Alto,BA,45.51,51.09,58.4
Pitangueiras,PR,94.13,80.0,58.4
Pintópolis,MG,46.0,53.21,58.4
Sinimbu,RS,69.64,71.29,58.4
Lagoa Santa,GO,80.95,80.0,58.4
Conceição,PB,80.68,78.15,58.3
Pontalina,GO,73.38,74.41,58.3
Paranacity,PR,83.27,80.0,58.3
São Francisco de Assis,RS,65.56,61.82,58.3
Brejo Grande do Araguaia,PA,61.58,64.62,58.3
Itinga do Maranhão,MA,79.92,79.93,58.2
Itaju do Colônia,BA,20.17,27.27,58.2
Olivença,AL,50.0,54.93,58.2
Canavieiras,BA,28.98,36.12,58.2
São José da Laje,AL,79.22,79.33,58.2
Cabedelo,PB,48.94,54.02,58.2
Fernandes Tourinho,MG,63.45,66.17,58.2
Custódia,PE,82.05,80.0,58.1
Campo Magro,PR,59.84,63.18,58.1
Guaranésia,MG,67.19,74.61,58.1
Barra do Jacaré,PR,62.96,65.76,58.1
Santa Maria das Barreiras,PA,53.64,58.01,58.1
Montanha,ES,63.05,65.84,58.1
Faxinal,PR,83.44,80.0,58.1
Sombrio,SC,65.75,67.39,58.1
Mato Verde,MG,80.6,70.78,58.0
Lagamar,MG,84.4,80.0,58.0
Quartel Geral,MG,42.5,48.47,58.0
São José do Cedro,SC,76.42,76.92,58.0
Marques de Souza,RS,75.87,76.49,58.0
Simolândia,GO,86.31,80.0,58.0
Cocalinho,MT,78.71,78.9,58.0
Marataízes,ES,73.28,74.32,58.0
Eldorado,MS,70.59,76.1,58.0
Toritama,PE,50.21,55.11,57.9
Astorga,PR,79.57,79.63,57.9
Caxias do Sul,RS,67.47,70.89,57.9
Guarda-Mor,MG,79.05,79.19,57.9
Lábrea,AM,66.84,66.9,57.8
Barro Alto,GO,80.55,80.0,57.8
Bom Jesus do Itabapoana,RJ,57.91,61.57,57.8
Guarujá,SP,45.93,53.43,57.8
Iconha,ES,76.34,76.89,57.8
Buritinópolis,GO,49.29,54.33,57.8
Colorado,RS,75.0,66.33,57.8
Catanduvas,PR,66.05,68.32,57.8
Coronel José Dias,PI,61.14,64.26,57.8
Tanguá,RJ,55.41,59.49,57.8
Palmas,PR,55.66,59.7,57.7
Comendador Levy Gasparian,RJ,51.64,56.32,57.7
Barbosa Ferraz,PR,91.0,80.0,57.7
Tabatinga,SP,63.12,65.32,57.7
Matelândia,PR,73.52,74.52,57.6
Glória D'Oeste,MT,90.57,80.0,57.6
Orizona,GO,86.48,80.0,57.6
Urubici,SC,60.18,63.46,57.6
Santa Fé de Goiás,GO,76.89,77.35,57.6
Piratini,RS,72.38,63.34,57.6
Aragoiânia,GO,54.97,59.12,57.6
São Sebastião do Tocantins,TO,26.56,33.77,57.6
Monsenhor Paulo,MG,62.69,65.54,57.6
Mato Castelhano,RS,76.48,77.01,57.6
Rio Bonito do Iguaçu,PR,79.84,80.0,57.6
Concórdia do Pará,PA,40.62,46.82,57.6
São Caetano de Odivelas,PA,33.37,40.26,57.6
Mandirituba,PR,79.38,79.47,57.6
Cerro Branco,RS,72.08,73.15,57.6
Dom Viçoso,MG,94.28,80.0,57.6
Parnarama,MA,90.73,80.0,57.5
Tunas,RS,79.92,70.11,57.5
Tigrinhos,SC,79.06,79.2,57.5
Guatambú,SC,47.81,50.17,57.5
Ubaporanga,MG,59.53,70.32,57.5
São João do Piauí,PI,44.35,50.09,57.5
Apuiarés,CE,80.8,80.0,57.5
Demerval Lobão,PI,70.15,71.72,57.5
Uibaí,BA,33.09,40.0,57.5
São José dos Cordeiros,PB,80.25,80.0,57.5
Galinhos,RN,38.33,44.78,57.5
Nova Pádua,RS,84.62,80.0,57.5
Brochier,RS,61.74,67.29,57.4
Pedra Grande,RN,45.48,51.07,57.4
Engenho Velho,RS,76.92,77.38,57.4
Alvorada,RS,47.65,52.0,57.4
Dom Pedrito,RS,62.23,61.19,57.4
Nazaré,TO,45.94,51.46,57.4
Santa Brígida,BA,25.65,32.87,57.4
Balneário Barra do Sul,SC,60.27,63.53,57.4
Itiúba,BA,27.79,34.97,57.4
Garrafão do Norte,PA,37.96,44.45,57.4
Cachoeira do Sul,RS,59.11,61.21,57.4
Frei Martinho,PB,38.7,45.11,57.3
Canarana,MT,34.74,39.4,57.3
Xinguara,PA,49.86,54.82,57.3
Ouro Branco,AL,20.41,27.52,57.3
Costa Marques,RO,80.68,80.0,57.3
Iporã,PR,64.15,66.75,57.3
Bagre,PA,46.7,52.12,57.3
Jardim,MS,35.28,42.02,57.3
Jussiape,BA,32.1,39.08,57.2
Chorrochó,BA,34.56,41.36,57.2
Apodi,RN,37.32,43.46,57.2
Feliz Deserto,AL,37.55,44.08,57.2
Nova Módica,MG,83.33,80.0,57.2
Minador do Negrão,AL,30.02,37.11,57.2
Mangueirinha,PR,72.22,73.44,57.2
Manhumirim,MG,68.6,70.43,57.2
Nova Veneza,SC,63.57,71.23,57.1
Goianésia do Pará,PA,46.05,51.56,57.1
Mallet,PR,82.55,80.0,57.1
Paranaiguara,GO,85.71,80.0,57.1
Paulo Lopes,SC,63.06,65.85,57.1
Barra do Quaraí,RS,53.85,64.15,57.1
Fontoura Xavier,RS,63.06,65.01,57.1
Imbé de Minas,MG,65.59,67.94,57.1
São Desidério,BA,44.69,50.38,57.1
Logradouro,PB,80.75,80.0,57.0
Curral de Cima,PB,57.14,60.93,57.0
Jundiá,AL,34.6,41.39,57.0
Pracuúba,AP,36.41,43.05,57.0
Salgado,SE,33.77,40.63,57.0
Arroio do Meio,RS,82.6,80.0,57.0
Águas de Lindóia,SP,62.29,64.46,57.0
Patu,RN,30.47,39.13,57.0
Angra dos Reis,RJ,57.0,60.82,57.0
Confresa,MT,35.6,42.31,56.9
Arraias,TO,34.29,41.11,56.9
Araújos,MG,74.0,74.92,56.9
Vila Nova dos Martírios,MA,86.07,80.0,56.9
Limoeiro,PE,72.23,73.45,56.9
Chiapetta,RS,83.37,78.78,56.9
Santo Hipólito,MG,58.82,62.33,56.9
Rio Doce,MG,87.87,80.0,56.9
Campina da Lagoa,PR,80.15,80.0,56.9
Adelândia,GO,80.95,80.0,56.9
Bonito,MS,53.37,57.78,56.9
Santa Tereza do Tocantins,TO,48.09,53.31,56.9
José Raydan,MG,79.09,79.22,56.8
Axixá do Tocantins,TO,30.34,37.42,56.8
Guanambi,BA,48.58,53.73,56.8
Roncador,PR,83.73,80.0,56.8
Embu das Artes,SP,38.07,39.54,56.8
Boa Ventura de São Roque,PR,74.78,75.58,56.8
Santa Rita de Cássia,BA,46.95,52.33,56.7
Morro Grande,SC,62.17,72.78,56.7
Itapecerica da Serra,SP,53.44,57.76,56.7
Iranduba,AM,45.76,50.85,56.7
Ipirá,BA,29.98,37.07,56.7
Catalão,GO,64.88,67.35,56.7
Brejo de Areia,MA,33.25,40.15,56.7
Pantano Grande,RS,75.3,73.69,56.7
Itaberaí,GO,78.96,79.11,56.7
São Luíz do Norte,GO,75.36,76.07,56.6
Quissamã,RJ,66.22,68.46,56.6
Silvianópolis,MG,54.05,58.35,56.6
Irani,SC,72.03,74.83,56.6
Cocalzinho de Goiás,GO,79.53,79.6,56.6
Presidente Kennedy,TO,69.46,71.14,56.6
Cumari,GO,76.19,76.76,56.6
São Bento do Tocantins,TO,43.97,49.76,56.6
Pedrinópolis,MG,59.7,63.06,56.6
Datas,MG,80.04,80.0,56.6
Iuiú,BA,49.03,54.11,56.5
Taparuba,MG,44.12,49.89,56.5
Itati,RS,49.89,52.69,56.5
Caririaçu,CE,90.05,80.0,56.5
Pindobaçu,BA,34.17,41.0,56.5
Juruti,PA,48.21,54.21,56.5
Nova Friburgo,RJ,65.29,67.69,56.5
Calumbi,PE,74.41,75.27,56.5
São João,PE,60.81,63.98,56.5
Nova Cantu,PR,79.5,79.57,56.5
Nilo Peçanha,BA,36.06,42.73,56.5
Conde,PB,62.38,65.28,56.4
Mangaratiba,RJ,47.54,52.84,56.4
Bonópolis,GO,48.9,54.0,56.4
Maragogipe,BA,47.43,52.74,56.4
Afuá,PA,30.81,37.86,56.3
Ibiquera,BA,20.08,27.17,56.3
Primeiro de Maio,PR,51.44,56.15,56.3
Arauá,SE,31.03,38.07,56.3
Santa Luzia do Itanhy,SE,25.9,33.12,56.2
Mar de Espanha,MG,50.15,59.0,56.2
Balsa Nova,PR,75.83,76.46,56.2
Paulo Jacinto,AL,37.1,43.67,56.1
Goiana,PE,53.14,57.59,56.1
Tapira,PR,90.52,80.0,56.1
Montezuma,MG,54.21,58.49,56.1
Andirá,PR,65.02,67.47,56.1
Ponta de Pedras,PA,39.5,45.11,56.1
Igaracy,PB,28.96,36.1,56.1
Potiraguá,BA,27.88,35.06,56.1
Itaquara,BA,34.36,41.17,56.0
Santa Rita de Caldas,MG,82.22,80.0,56.0
Crixás do Tocantins,TO,29.03,36.17,56.0
São Sebastião do Caí,RS,70.71,61.4,56.0
Cajazeiras do Piauí,PI,100.0,80.0,56.0
Carambeí,PR,75.09,75.84,56.0
Tracunhaém,PE,59.32,62.75,56.0
Acorizal,MT,38.04,44.52,56.0
Atalaia do Norte,AM,54.2,58.48,56.0
Quixelô,CE,79.3,79.4,56.0
Baliza,GO,64.29,66.86,55.9
Perdigão,MG,80.06,80.0,55.9
Taquara,RS,61.27,66.57,55.9
Formosa,GO,63.28,66.03,55.9
Anchieta,SC,77.78,77.89,55.9
Jandaíra,RN,32.22,37.5,55.9
Tasso Fragoso,MA,45.1,50.74,55.9
Brasilândia de Minas,MG,76.74,77.23,55.9
Alegre,ES,71.04,69.0,55.9
Santa Isabel do Pará,PA,40.8,46.98,55.9
Mulungu,CE,85.81,80.0,55.8
Alto Rio Novo,ES,64.65,67.16,55.8
Santo Inácio,PR,91.05,80.0,55.8
Garuva,SC,54.71,58.9,55.8
Perolândia,GO,77.62,77.97,55.8
Dois Vizinhos,PR,83.75,80.0,55.8
Senador Amaral,MG,50.9,71.75,55.8
Gentio do Ouro,BA,45.07,50.71,55.8
Sarzedo,MG,80.06,80.0,55.8
Brejo Grande,SE,27.27,34.46,55.8
Caetité,BA,49.15,54.21,55.7
Arame,MA,76.25,76.81,55.7
Lucena,PB,47.19,52.54,55.7
Viçosa,MG,61.85,65.52,55.7
Vieirópolis,PB,28.19,35.36,55.7
Imbaú,PR,71.92,73.19,55.7
Renascença,PR,70.83,72.28,55.7
Equador,RN,20.52,27.64,55.7
Diamante do Sul,PR,69.4,71.09,55.7
Couto de Magalhães de Minas,MG,48.47,53.63,55.7
Amparo de São Francisco,SE,41.18,47.31,55.6
Salto do Itararé,PR,64.52,67.05,55.6
São João do Arraial,PI,33.59,40.46,55.6
Central do Maranhão,MA,100.0,80.0,55.6
Saudades,SC,81.03,80.0,55.6
Arroio do Padre,RS,94.58,80.0,55.5
Pedra Bonita,MG,45.25,64.45,55.5
Cruzeiro do Sul,PR,71.43,72.78,55.5
Canoas,RS,54.62,57.6,55.5
Ribeirópolis,SE,36.51,40.54,55.5
Santa Rita de Ibitipoca,MG,65.38,67.77,55.5
São José da Vitória,BA,31.3,38.32,55.5
Divino de São Lourenço,ES,46.09,51.59,55.5
Antônio Prado,RS,70.93,68.22,55.4
Campo do Brito,SE,38.89,45.54,55.4
Nioaque,MS,53.94,58.26,55.4
Vila Lângaro,RS,71.21,72.6,55.4
Tupã,SP,50.19,55.08,55.4
Turilândia,MA,56.43,60.34,55.3
Tupandi,RS,81.98,80.0,55.3
Belmonte,BA,35.8,42.49,55.3
Alto Garças,MT,40.74,46.93,55.3
Bonito,PA,37.01,43.59,55.3
Sucupira do Norte,MA,49.97,54.91,55.3
Bozano,RS,100.0,80.0,55.3
Nova Olímpia,PR,79.22,79.33,55.3
São Francisco do Conde,BA,30.02,37.11,55.3
Itapé,BA,30.59,37.65,55.3
Lagoa Grande do Maranhão,MA,81.68,80.0,55.2
Esteio,RS,61.82,66.11,55.2
Treze Tílias,SC,74.33,75.2,55.2
Barão de Cocais,MG,58.76,62.28,55.2
Serra Preta,BA,31.84,38.83,55.2
Eugenópolis,MG,56.5,60.4,55.2
Inhacorá,RS,62.65,65.51,55.2
Bodó,RN,65.0,67.45,55.2
Mansidão,BA,30.7,37.76,55.2
Arinos,MG,37.17,50.89,55.2
Caetanópolis,MG,55.11,59.24,55.2
Ibititá,BA,26.1,33.31,55.2
Lafaiete Coutinho,BA,67.65,69.64,55.2
Bom Jesus do Sul,PR,87.35,80.0,55.1
Sidrolândia,MS,36.19,42.85,55.1
Flor do Sertão,SC,81.41,80.0,55.1
Santo Amaro,BA,43.81,49.62,55.1
Boa Esperança,PR,93.75,80.0,55.1
Paial,SC,70.83,72.28,55.1
Ubaíra,BA,47.39,52.71,55.1
Abre Campo,MG,75.68,80.0,55.1
Lunardelli,PR,57.46,61.2,55.1
Quaraí,RS,65.88,58.95,55.1
Ananindeua,PA,58.15,62.51,55.1
Luisburgo,MG,81.62,80.0,55.1
Jateí,MS,46.15,68.83,55.0
Jaguaripe,BA,25.85,33.07,55.0
Irati,PR,82.74,80.0,55.0
Chaves,PA,44.8,50.48,54.9
Zabelê,PB,91.18,80.0,54.9
Angelim,PE,62.05,65.01,54.9
Itapemirim,ES,60.98,64.07,54.9
Gurupi,TO,44.44,50.17,54.9
Inhuma,PI,55.39,59.47,54.9
Passagem,RN,47.42,52.73,54.9
Rubiataba,GO,77.53,77.9,54.8
Consolação,MG,62.5,65.38,54.8
Alegria,RS,100.0,80.0,54.8
Capitão,RS,87.05,80.0,54.8
Pedreiras,MA,68.1,70.02,54.8
Igaci,AL,29.74,36.85,54.8
Goianira,GO,69.12,70.86,54.8
Canhoba,SE,45.45,51.04,54.8
Matias Cardoso,MG,37.68,44.2,54.8
Água Azul do Norte,PA,27.76,34.94,54.8
Presidente Juscelino,MG,80.9,80.0,54.8
Santa Maria Madalena,RJ,64.53,67.06,54.8
Bom Jesus,PB,25.56,32.78,54.8
Goiandira,GO,44.66,50.36,54.7
São Vendelino,RS,94.12,80.0,54.7
Poço das Trincheiras,AL,33.38,40.27,54.7
São Martinho,RS,83.57,80.0,54.7
Medeiros,MG,82.24,80.0,54.7
Beneditinos,PI,77.58,77.94,54.7
Riacho dos Cavalos,PB,69.19,70.92,54.7
Aurora do Tocantins,TO,52.92,57.4,54.7
Bandeirante,SC,70.12,71.69,54.7
Cruzmaltina,PR,95.74,80.0,54.7
Santa Luzia,BA,33.46,40.34,54.7
Campo Erê,SC,60.89,64.05,54.7
Rio Fortuna,SC,78.36,78.6,54.7
Campestre de Goiás,GO,79.35,79.44,54.6
Monte Alegre de Goiás,GO,75.44,74.82,54.6
Uruburetama,CE,81.36,80.0,54.6
Baía Formosa,RN,26.01,33.22,54.6
Santa Luzia do Norte,AL,31.87,38.86,54.6
Guaíra,PR,63.23,65.99,54.6
Ilhéus,BA,31.9,39.22,54.6
Forquilhinha,SC,58.33,62.24,54.5
Mirangaba,BA,33.73,40.59,54.5
Salvador do Sul,RS,88.12,80.0,54.5
Humaitá,AM,51.51,55.15,54.5
Duas Barras,RJ,57.85,61.52,54.5
Nova Bassano,RS,80.71,78.22,54.4
Marmeleiro,PR,78.32,78.57,54.4
Rio Crespo,RO,83.84,80.0,54.4
Chã Grande,PE,55.33,59.42,54.4
Capistrano,CE,77.64,77.99,54.4
São Miguel dos Campos,AL,50.08,55.0,54.4
Urucuia,MG,56.93,60.76,54.4
Mozarlândia,GO,51.21,55.96,54.4
Araguaçu,TO,44.49,50.21,54.4
São Luís do Curu,CE,81.66,80.0,54.3
Guaraciama,MG,42.0,48.04,54.3
Porto Real,RJ,60.8,63.97,54.3
Garopaba,SC,70.59,72.08,54.3
Santa Cruz do Arari,PA,49.87,54.82,54.3
Águas Lindas de Goiás,GO,48.9,54.0,54.3
Bom Jardim,RJ,50.43,55.3,54.3
Tenente Ananias,RN,37.76,48.81,54.2
Brasilândia do Tocantins,TO,29.73,36.84,54.2
Catingueira,PB,32.79,39.72,54.2
Maximiliano de Almeida,RS,87.4,80.0,54.2
Urbano Santos,MA,76.76,77.24,54.2
Pedro Alexandre,BA,29.14,36.27,54.2
Itacarambi,MG,43.57,54.5,54.2
Primavera,PE,77.53,77.9,54.1
Ipanema,MG,78.85,79.02,54.1
Rochedo de Minas,MG,56.55,60.44,54.1
Ivaté,PR,84.34,80.0,54.1
Amargosa,BA,51.07,55.84,54.1
Joaquim Gomes,AL,30.41,40.35,54.1
Juru,PB,66.04,68.31,54.1
São João do Manhuaçu,MG,76.73,77.22,54.1
Poconé,MT,33.97,38.45,54.1
Lagoa da Prata,MG,66.18,73.73,54.1
Bonfim,MG,69.27,70.99,54.0
São João do Paraíso,MA,33.48,40.36,54.0
Arapongas,PR,75.98,76.59,53.9
Cachoeiro de Itapemirim,ES,64.75,67.7,53.9
Itajá,RN,56.95,60.78,53.9
Serafina Corrêa,RS,85.7,80.0,53.9
Armação dos Búzios,RJ,67.2,69.27,53.9
Formoso,GO,70.81,72.26,53.9
Damião,PB,37.73,44.24,53.9
Nilópolis,RJ,44.36,50.1,53.9
Picos,PI,52.95,57.43,53.9
Liberdade,MG,56.17,60.12,53.9
Manoel Ribas,PR,67.7,69.69,53.9
Lagoa do Carro,PE,48.37,53.55,53.9
Barra da Estiva,BA,47.58,52.87,53.9
Santana de Mangueira,PB,81.58,80.0,53.8
Itabuna,BA,31.6,38.61,53.8
Maravilhas,MG,69.85,71.64,53.8
São Geraldo,MG,79.39,80.0,53.8
Aiquara,BA,29.26,36.39,53.7
Guapirama,PR,87.9,80.0,53.7
Euclides da Cunha,BA,33.34,39.98,53.7
Rodeio Bonito,RS,90.81,80.0,53.7
Salvador das Missões,RS,94.12,80.0,53.7
Reserva,PR,72.87,73.98,53.7
Alpinópolis,MG,42.26,48.26,53.6
Iguatu,CE,56.55,60.44,53.6
Santa Rita do Pardo,MS,48.28,53.47,53.6
Mauá da Serra,PR,81.13,80.0,53.6
Teixeira de Freitas,BA,51.85,56.5,53.6
Rodeio,SC,58.79,60.87,53.6
Colônia Leopoldina,AL,84.66,80.0,53.6
Praia Grande,SC,67.81,67.96,53.6
São Sebastião da Amoreira,PR,82.79,80.0,53.6
Pedra do Indaiá,MG,81.43,80.0,53.6
Sento Sé,BA,26.41,33.62,53.6
Isaías Coelho,PI,27.85,35.03,53.6
Chuvisca,RS,75.9,72.46,53.6
Abdon Batista,SC,72.06,73.3,53.6
Bandeira do Sul,MG,73.41,74.43,53.6
Antônio Cardoso,BA,33.89,40.74,53.6
Estância,SE,33.96,40.81,53.6
Paudalho,PE,62.99,65.79,53.5
Palmeiras,BA,43.73,49.55,53.5
São Gabriel,RS,62.74,64.25,53.5
Adustina,BA,44.68,50.37,53.5
Caxambu,MG,75.23,76.93,53.5
Riacho de Santana,RN,47.5,52.8,53.5
Cubatão,SP,48.69,53.65,53.4
Encanto,RN,47.53,52.83,53.4
São Sebastião do Umbuzeiro,PB,94.99,80.0,53.3
Jequié,BA,37.87,44.37,53.3
Cardoso Moreira,RJ,31.94,38.93,53.3
Godoy Moreira,PR,94.55,80.0,53.3
Gaúcha do Norte,MT,45.03,50.68,53.3
Jardim Alegre,PR,61.2,64.31,53.3
Rafael Fernandes,RN,36.8,59.65,53.3
Rurópolis,PA,57.97,61.62,53.3
Ipiranga do Piauí,PI,85.43,80.0,53.3
São José do Jacuípe,BA,23.18,30.39,53.3
Manacapuru,AM,48.61,49.77,53.2
Tejuçuoca,CE,85.37,80.0,53.2
Conquista,MG,68.73,70.54,53.2
Itaúna,MG,69.71,71.43,53.2
Bandeirantes,PR,75.41,76.11,53.2
Altos,PI,61.91,64.89,53.2
Miraíma,CE,86.66,80.0,53.2
Planaltina do Paraná,PR,79.79,79.82,53.2
Sertão Santana,RS,74.77,75.57,53.2
Conceição de Ipanema,MG,90.0,80.0,53.1
Serraria,PB,83.64,80.0,53.1
Martins Soares,MG,76.55,77.07,53.1
Arroio do Tigre,RS,81.59,80.0,53.1
Nova Esperança,PR,74.13,75.03,53.1
Matrinchã,GO,59.71,63.07,53.1
Natuba,PB,58.78,62.3,53.1
Almenara,MG,39.24,45.59,53.0
Tangará da Serra,MT,48.7,53.83,53.0
Santa Filomena do Maranhão,MA,36.45,43.08,53.0
Iguatemi,MS,38.28,44.73,53.0
Cantagalo,RJ,55.75,59.77,53.0
Arraial,PI,83.8,80.0,53.0
Caçador,SC,66.21,71.48,52.9
Tupirama,TO,36.36,43.0,52.9
Trombas,GO,90.94,80.0,52.9
Bela Vista de Minas,MG,59.1,66.46,52.9
Santa Maria de Jetibá,ES,85.64,80.0,52.9
Pilões,RN,51.45,67.21,52.9
Pau Brasil,BA,37.53,50.35,52.9
Córrego Novo,MG,46.69,52.11,52.8
Aragominas,TO,24.61,31.83,52.8
Catarina,CE,79.24,79.35,52.8
Ivatuba,PR,78.82,78.99,52.8
Junco do Maranhão,MA,94.78,80.0,52.8
Bom Jesus da Lapa,BA,33.88,40.73,52.8
Apuí,AM,62.57,60.64,52.8
Magalhães Barata,PA,54.01,58.32,52.8
Icatu,MA,66.57,68.75,52.8
Leópolis,PR,91.11,80.0,52.7
Paranaíba,MS,30.65,37.71,52.7
Amontada,CE,83.0,80.0,52.7
Cachoeira de Minas,MG,61.69,64.71,52.7
Presidente Dutra,BA,21.28,28.43,52.7
Barreiras,BA,37.98,44.47,52.7
Humaitá,RS,90.66,80.0,52.7
Lagoa da Confusão,TO,26.02,33.23,52.7
Nova Olinda do Norte,AM,51.78,56.11,52.7
Itaguatins,TO,32.53,39.48,52.7
Taperoá,PB,78.33,78.57,52.7
São João do Jaguaribe,CE,79.82,79.85,52.7
Santo Antônio do Tauá,PA,25.72,32.94,52.6
Itacajá,TO,60.46,63.69,52.6
Indiaroba,SE,38.33,44.78,52.6
Jesúpolis,GO,100.0,80.0,52.6
Baixa Grande do Ribeiro,PI,48.61,53.75,52.6
Montanhas,RN,58.69,62.22,52.5
Japonvar,MG,63.69,75.72,52.5
Rialma,GO,68.21,70.11,52.5
Itapuranga,GO,81.61,80.0,52.5
Riachuelo,RN,41.27,47.19,52.5
Nova Olinda,PB,45.95,51.47,52.5
Palestina,AL,33.73,40.59,52.5
Rodelas,BA,23.27,30.48,52.5
Senhora de Oliveira,MG,79.29,79.39,52.5
Goianorte,TO,53.56,57.94,52.5
Bezerros,PE,51.47,56.18,52.5
Braganey,PR,84.89,80.0,52.4
Araxá,MG,68.79,70.59,52.4
Ipiaú,BA,33.64,40.51,52.4
Governador Luiz Rocha,MA,98.32,80.0,52.4
Maraial,PE,69.2,70.93,52.4
Erechim,RS,66.14,64.31,52.4
Conceição do Almeida,BA,53.85,58.18,52.4
Tio Hugo,RS,87.5,80.0,52.4
Nova Crixás,GO,64.36,66.92,52.3
Alto Alegre do Pindaré,MA,36.04,42.71,52.3
Coremas,PB,67.07,69.16,52.3
São José do Belmonte,PE,46.7,52.12,52.3
Iaçu,BA,22.93,30.13,52.3
Guaçuí,ES,74.04,74.96,52.3
Camaquã,RS,64.41,62.16,52.3
Abadiânia,GO,78.96,79.11,52.3
Planalto Alegre,SC,79.57,79.63,52.3
Tupaciguara,MG,39.03,45.41,52.2
Campinas do Piauí,PI,90.62,80.0,52.2
Nova Boa Vista,RS,100.0,80.0,52.2
Ponte Alta do Norte,SC,64.09,66.7,52.2
Santa Bárbara de Goiás,GO,78.28,78.53,52.2
Medeiros Neto,BA,51.46,56.17,52.2
Lagoa Nova,RN,34.74,41.52,52.1
Encantado,RS,83.92,80.0,52.1
Matinhas,PB,79.28,79.38,52.1
Mimoso do Sul,ES,68.04,69.97,52.1
Ipojuca,PE,68.37,70.24,52.1
São Bento do Norte,RN,57.76,61.45,52.1
Floresta,PE,33.42,40.31,52.1
Barra de São Francisco,ES,78.53,78.66,52.1
Santa Leopoldina,ES,83.8,80.0,52.1
Araçaí,MG,84.62,80.0,52.0
Marliéria,MG,61.76,64.77,52.0
Vila Boa,GO,83.76,80.0,52.0
Pilar de Goiás,GO,96.02,80.0,52.0
Mundo Novo,BA,26.61,33.82,52.0
Carapebus,RJ,51.01,55.79,52.0
Nova Santa Rita,PI,48.03,53.26,52.0
Arenápolis,MT,58.5,65.24,51.9
Monte Horebe,PB,84.33,80.0,51.9
Campo Grande,RN,33.21,42.79,51.9
Quixabá,PB,69.23,70.95,51.9
Serra do Navio,AP,32.92,39.84,51.9
Santa Maria da Boa Vista,PE,45.6,51.17,51.9
Buenópolis,MG,82.01,80.0,51.8
Coronel Bicaco,RS,90.51,79.32,51.8
Igarapé do Meio,MA,58.92,62.41,51.8
São Francisco de Sales,MG,76.55,77.07,51.8
Barcarena,PA,46.55,51.99,51.8
Boa Vista do Cadeado,RS,71.42,72.77,51.8
Sant'Ana do Livramento,RS,56.26,54.72,51.7
Barra D'Alcântara,PI,61.11,64.23,51.7
Abatiá,PR,56.08,60.05,51.7
